"staging_key","name","poi_category","include_v1","coordinate_valid","feature_type","feature_type_code","latitude","longitude","datum","mapsheet","source"
"gazetteer:5653f0d4368f9de129e22eb0","Seabird Lake","freshwater","True","True","Lake","951","50.5055555516563","-125.909722222222","WGS84","92K/12","BC Gazetteer"
"gazetteer:298b6c4119b46d3023d4fe61","Seabird Rocks","other","False","True","Rocks (1)","2069","48.7491666622929","-125.154722222222","WGS84","92C/11","BC Gazetteer"
"gazetteer:20c8ce18c99a1687d43235df","Seabreeze Island","coast_island","True","True","Island","2300","50.6755555516987","-126.625833333333","WGS84","92L/10","BC Gazetteer"
"gazetteer:1f4a21096352709a598c8683","Seafield, Mount","terrain","True","True","Mount","2743","49.4827777736107","-123.963333333333","WGS84","92G/5","BC Gazetteer"
"gazetteer:fc79a7c8bf7d6ffb30138cfb","Seaford","populated_administrative","False","True","Locality","108","50.0831153302491","-124.901370713529","WGS84","92K/2","BC Gazetteer"
"gazetteer:2446a1c55d83d73c6871a189","Seal Bay","coast_island","True","True","Bay","1400","49.7655555514648","-124.964166666667","WGS84","92F/15","BC Gazetteer"
"gazetteer:d10b78b1c1ee2117f5a40b2c","Seal Islets","coast_island","True","True","Islets","2308","49.6266666625386","-124.850555555556","WGS84","92F/10","BC Gazetteer"
"gazetteer:adf95d42ee813751f3a1ca9d","Seal Lake","freshwater","True","True","Lake","951","50.1333333293394","-125.624166666667","WGS84","92K/4","BC Gazetteer"
"gazetteer:4a3914b43632f0e4895631ab","Seal Reef","coast_island","True","True","Reef","2002","49.4331205328014","-124.234665439224","WGS84","92F/8","BC Gazetteer"
"gazetteer:62a43dd4c0e8c451b026985d","Sealed Reef","coast_island","True","True","Reef","2002","50.9997522567588","-127.718151177087","WGS84","92M/4","BC Gazetteer"
"gazetteer:5745737266c9760b14cccff4","Seapool Rocks","other","False","True","Rocks (1)","2069","48.8164410159489","-125.201344855166","WGS84","92C/14","BC Gazetteer"
"gazetteer:9e777fe263c7efc7d4f00590","Sear Island","coast_island","True","True","Island","2300","49.1469444401843","-123.691666666667","WGS84","92G/4","BC Gazetteer"
"gazetteer:939c0da2e86c536182139573","Seaton, Mount","terrain","True","True","Mount","2743","50.167222218237","-127.530277777778","WGS84","92L/4","BC Gazetteer"
"gazetteer:ecc551c249c758179b3aa28a","Sebalhall Creek","freshwater","True","True","Creek (1)","602","50.0811111071036","-126.455833333333","WGS84","92L/1","BC Gazetteer"
"gazetteer:200d28de50cb50176ec5b78c","Sechart Channel","coast_island","True","True","Channel (3)","1201","48.9505555512397","-125.270833333333","WGS84","92C/14","BC Gazetteer"
"gazetteer:9a64f1695a14aaab6086c2e0","Second Creek","freshwater","True","True","Creek (1)","602","48.4297222177547","-124.086388888889","WGS84","92C/8","BC Gazetteer"
"gazetteer:dc418da6478ae5e7e9d96161","Second Lake","freshwater","True","True","Lake","951","48.5233333288935","-123.501111111111","WGS84","92B/11","BC Gazetteer"
"gazetteer:351bce9524ff30585ab18380","Second Lake","freshwater","True","True","Lake","951","50.0577777737641","-125.784444444444","WGS84","92K/4","BC Gazetteer"
"gazetteer:fdb40a62ad6b8906a910d820","Second Point","coast_island","True","True","Point","1604","49.9441666626232","-124.811666666667","WGS84","92F/15","BC Gazetteer"
"gazetteer:ee18e6821cdba0ba19acbe5f","Second Sister Island","coast_island","True","True","Island","2300","48.8374999956517","-123.454166666667","WGS84","92B/14","BC Gazetteer"
"gazetteer:bc5379f0d80ba9609a8c821c","Secord Rock","other","False","True","Rock (1)","2024","50.4164465208102","-125.218056802628","WGS84","92K/6","BC Gazetteer"
"gazetteer:1782223096be2f81cfbce01b","Secret Cove","populated_administrative","False","True","Community","121","49.5331241371752","-123.95132607618","WGS84","92G/12","BC Gazetteer"
"gazetteer:668b6079f2b86d7bff712125","Secret Cove","coast_island","True","True","Cove (2)","1407","49.5269444370655","-123.951388888889","WGS84","92G/12","BC Gazetteer"
"gazetteer:830db88d9c56f99e969424ae","Secret Island","coast_island","True","True","Island","2300","48.823333328981","-123.393333333333","WGS84","92B/14","BC Gazetteer"
"gazetteer:2434d2476967268e3a7ebc61","Secretary (Donaldson) Island","coast_island","True","True","Island","2300","48.3330555510591","-123.7075","WGS84","92B/5","BC Gazetteer"
"gazetteer:568bacd41684750f58871445","Secretary Islands","coast_island","True","True","Islands","2301","48.9586111067976","-123.583333333333","WGS84","92B/13","BC Gazetteer"
"gazetteer:e1bac817b57d15840e973af8","Secretary Point","coast_island","True","True","Point","1604","50.9447222184311","-127.899166666667","WGS84","92L/13","BC Gazetteer"
"gazetteer:f0958fc2933a2276d2388d8e","Seddall Island","coast_island","True","True","Island","2300","48.9763888845804","-125.056944444444","WGS84","92C/14","BC Gazetteer"
"gazetteer:6536226c01b312d46c54a919","Sedge Islands","coast_island","True","True","Islands","2301","50.6797222183663","-126.688333333333","WGS84","92L/10","BC Gazetteer"
"gazetteer:b0fc6db2bf58f8c785a20ee5","Sedgley Cove","coast_island","True","True","Cove (2)","1407","50.7116666628186","-126.6525","WGS84","92L/10","BC Gazetteer"
"gazetteer:436db2941d3456778789e58f","Seekah Passage","coast_island","True","True","Passage","1207","48.9919444401404","-124.987777777778","WGS84","92C/15","BC Gazetteer"
"gazetteer:e01b53ee5fcd81ca0a99fc0f","Seektukis 24","reserve_military","False","True","Indian Reserve-Réserve indienne","512","49.3664323059096","-126.051385405031","WGS84","92E/8","BC Gazetteer"
"gazetteer:c7df51a2155c59a7f389e29d","Seghers, Mount","terrain","True","True","Mount","2743","49.5002777736154","-126.432777777778","WGS84","92E/9","BC Gazetteer"
"gazetteer:7b79391e1869f4f6de89f42c","Sekaleton SB 21","other","False","True","Indian Government District : Land Unit","418","49.630345548744","-124.05272074188","WGS84","92F/9","BC Gazetteer"
"gazetteer:16552614cf7ae44dbba123f2","Sekaleton SB 21A","other","False","True","Indian Government District : Land Unit","418","49.6303455647215","-124.051331810014","WGS84","92F/9","BC Gazetteer"
"gazetteer:6b8c95080275a6d30596a193","Selby Cove","coast_island","True","True","Cove (2)","1407","48.8355555512068","-123.400555555556","WGS84","92B/14","BC Gazetteer"
"gazetteer:2967a42b84166c900c2a1afa","Selby Point","coast_island","True","True","Point","1604","48.8433333289868","-123.408333333333","WGS84","92B/14","BC Gazetteer"
"gazetteer:1101263de6c879fb61dca184","Self Point","coast_island","True","True","Point","1604","48.8488888845439","-125.161944444444","WGS84","92C/14","BC Gazetteer"
"gazetteer:6574765c0b6c419368f326c4","Selina Point","coast_island","True","True","Point","1604","50.0363888848696","-124.743055555556","WGS84","92K/2","BC Gazetteer"
"gazetteer:0dfd08d30ea2160d16f0568e","Selkirk Water","coast_island","True","True","Inlet (3)","1411","48.4386111066461","-123.381111111111","WGS84","92B/6","BC Gazetteer"
"gazetteer:340bd0a1b812fcf1a43b25d6","Semach 2","reserve_military","False","True","Indian Reserve-Réserve indienne","512","50.6664090108104","-128.351492906816","WGS84","102I/9","BC Gazetteer"
"gazetteer:4d316d7ecaaa3e7c63e43464","Senanus Island","coast_island","True","True","Island","2300","48.591666662247","-123.485833333333","WGS84","92B/11","BC Gazetteer"
"gazetteer:fd06ff59d1799ccee05daab1","Senanus Island 10","reserve_military","False","True","Indian Reserve-Réserve indienne","512","48.5997935483175","-123.484620597094","WGS84","92B/11","BC Gazetteer"
"gazetteer:e49556063f0e5944e39faf41","Sentry Shoal","coast_island","True","True","Shoal","2005","49.899780214033","-124.984701408199","WGS84","92F/15","BC Gazetteer"
"gazetteer:eca4f56067fb45685be7f9a0","Separation Head","other","False","True","Head (1)","1601","50.1802777737958","-125.351666666667","WGS84","92K/3","BC Gazetteer"
"gazetteer:05e258af198ab52cefb79796","Separation Point","coast_island","True","True","Point","1604","48.7427777734022","-123.569722222222","WGS84","92B/12","BC Gazetteer"
"gazetteer:492f7dd8dafaf66ff1f827ea","Seppings Island","coast_island","True","True","Island","2300","48.8399999956525","-125.207777777778","WGS84","92C/14","BC Gazetteer"
"gazetteer:0191df5defbf4bc48ee17c48","September Lake","freshwater","True","True","Lake","951","50.1697222182376","-125.231944444444","WGS84","92K/3","BC Gazetteer"
"gazetteer:4a645a47aa75f42e98d9a775","Septimus, Mount","terrain","True","True","Mount","2743","49.4805555513878","-125.513333333333","WGS84","92F/5","BC Gazetteer"
"gazetteer:000804f3de9ae6018238e0e3","Sequodie Creek","freshwater","True","True","Creek (1)","602","50.4741666627595","-127.534166666667","WGS84","92L/5","BC Gazetteer"
"gazetteer:5b1348426d5fbd3f56aa6739","Serjeant, Mount","terrain","True","True","Mount","2743","49.6219444403151","-126.460833333333","WGS84","92E/9","BC Gazetteer"
"gazetteer:33078916d6c34f30fcbbe9fa","Serpent Creek","freshwater","True","True","Creek (1)","602","50.202222218246","-126.241666666667","WGS84","92L/1","BC Gazetteer"
"gazetteer:402cd55b76b5baba26e0ee2b","Service, Mount","terrain","True","True","Mount","2743","48.9627777734654","-124.251666666667","WGS84","92C/16","BC Gazetteer"
"gazetteer:9782e38c27b14a50b4f82a0b","Setsup Bluff","coast_island","True","True","Point","1604","48.9994444401425","-125.013333333333","WGS84","92C/14","BC Gazetteer"
"gazetteer:1c484c0f853c41cbe00ef6a9","Settlers Group","coast_island","True","True","Islands","2301","50.2336111071429","-125.130277777778","WGS84","92K/3","BC Gazetteer"
"gazetteer:e17bb30d8c0a45b4e2a0f54f","Seven Hills, The","terrain","True","True","Hills","2706","50.7099999961516","-127.442777777778","WGS84","92L/11","BC Gazetteer"
"gazetteer:294611f2debcf0772bace5f3","Seven Mile Creek","freshwater","True","True","Creek (1)","602","48.8016666623081","-124.528611111111","WGS84","92C/15","BC Gazetteer"
"gazetteer:654f4d742e37f8fc71325efc","Sevenoaks","populated_administrative","False","True","Community","121","48.4643989764789","-123.3871246","WGS84","92B/6","BC Gazetteer"
"gazetteer:20150aaf25bb5cf01e2ab4bb","Sevilla Island","coast_island","True","True","Island","2300","49.9836111070781","-124.769444444444","WGS84","92F/15","BC Gazetteer"
"gazetteer:cb22e44492ae1f8695909635","Seymour Hill","terrain","True","True","Hill","2705","48.4672222177658","-123.463333333333","WGS84","92B/6","BC Gazetteer"
"gazetteer:49fef501424881743aa49275","Seymour Inlet","coast_island","True","True","Inlet (3)","1411","51.0658333295712","-126.987222222222","WGS84","92M/2","BC Gazetteer"
"gazetteer:55886dee7c4f199ce8045ac3","Seymour Island","coast_island","True","True","Island","2300","50.4786111072052","-125.868888888889","WGS84","92K/5","BC Gazetteer"
"gazetteer:49aaf222087f2e896ef6bed6","Seymour Land District","populated_administrative","False","True","Land District","482","48.8247900674573","-123.834637059954","WGS84","92B/13","BC Gazetteer"
"gazetteer:2c108de1d772317ce4cf8ae2","Seymour Narrows","coast_island","True","True","Narrows","1203","50.1438888848976","-125.355555555556","WGS84","92K/3","BC Gazetteer"
"gazetteer:5956bce6f3062d51e557b85c","Seymour Point","coast_island","True","True","Point","1604","48.7202777733956","-123.333611111111","WGS84","92B/11","BC Gazetteer"
"gazetteer:104c1262af393b81fe014370","Seymour Range","terrain","True","True","Range (2)","2700","48.7164525379792","-124.184644896984","WGS84","92C/9","BC Gazetteer"
"gazetteer:4c854aaddf659b80a696daf6","Seymour, Mount","terrain","True","True","Mount","2743","50.1791666626845","-125.2975","WGS84","92K/3","BC Gazetteer"
"gazetteer:4da899e6e85b2095915010c9","Sha:wiis","populated_administrative","False","True","Former First Nation Village","157","50.0791666626586","-127.287222222222","WGS84","92L/3","BC Gazetteer"
"gazetteer:8c577e01b2059ab302457800","Shade Island","coast_island","True","True","Island","2300","50.9049999961992","-127.780833333333","WGS84","92L/13","BC Gazetteer"
"gazetteer:ef5a406197da37b154690ded","Shadow Brook","freshwater","True","True","Brook","601","50.2111111071371","-125.2375","WGS84","92K/3","BC Gazetteer"
"gazetteer:4064c89d3536178ce072c261","Shadwell Passage","coast_island","True","True","Passage","1207","50.9199999962028","-127.825555555556","WGS84","92L/13","BC Gazetteer"
"gazetteer:54971573d7c89b7eef733b19","Shaffer Point","coast_island","True","True","Point","1604","51.0602777740143","-127.105555555556","WGS84","92M/3","BC Gazetteer"
"gazetteer:091517d58cced8d29d1258f1","Shaft Point","coast_island","True","True","Point","1604","49.1944444401976","-123.947222222222","WGS84","92G/4","BC Gazetteer"
"gazetteer:1d4c8d99f6405d34d8bfa029","Shag Islet","coast_island","True","True","Islet","2307","49.2294444402074","-126.059166666667","WGS84","92E/1","BC Gazetteer"
"gazetteer:120e828fad9221bd7d7f1d45","Shah Point","coast_island","True","True","Point","1604","49.0280555512618","-123.595277777778","WGS84","92G/4","BC Gazetteer"
"gazetteer:8803631288fba8f2afb77150","Shamrock Creek","freshwater","True","True","Creek (1)","602","50.6452777739134","-125.519166666667","WGS84","92K/12","BC Gazetteer"
"gazetteer:4eddc1158dae18da8d1a95cb","Shannon Lake","freshwater","True","True","Lake","951","50.5888888850105","-125.773333333333","WGS84","92K/12","BC Gazetteer"
"gazetteer:0931741eeb03f29d82d1a9dc","Shapland Cove","coast_island","True","True","Cove (2)","1407","50.4930555516533","-127.794444444444","WGS84","92L/5","BC Gazetteer"
"gazetteer:88ef782e68c020a7fa8831fe","Shark Cove","coast_island","True","True","Cove (2)","1407","48.7663888845201","-123.259444444444","WGS84","92B/14","BC Gazetteer"
"gazetteer:ea1207e4539a3778a204e8a4","Shark Spit","coast_island","True","True","Spit","1608","50.0872222182162","-125.044722222222","WGS84","92K/3","BC Gazetteer"
"gazetteer:dd65c8f2db4991688db6f367","Sharp Creek","freshwater","True","True","Creek (1)","602","49.1844444401948","-125.863611111111","WGS84","92F/4","BC Gazetteer"
"gazetteer:d3eb4fb934941529e69b0acb","Sharp Creek","freshwater","True","True","Creek (1)","602","50.6730555516981","-128.164444444444","WGS84","102I/9","BC Gazetteer"
"gazetteer:e61ca47ecec456aeb68f5ea0","Sharp Island","coast_island","True","True","Island","2300","49.1852777735283","-125.867777777778","WGS84","92F/4","BC Gazetteer"
"gazetteer:1c3b38b8d1f576706e3fab4f","Sharp Passage","coast_island","True","True","Passage","1207","50.8474999961853","-126.655","WGS84","92L/15","BC Gazetteer"
"gazetteer:d5a57bae23e6cbe9e9c34bf0","Sharp Point","coast_island","True","True","Point","1604","49.3472222180178","-126.261388888889","WGS84","92E/8","BC Gazetteer"
"gazetteer:1eb5bba25f998b268d347ad2","Sharp Point","coast_island","True","True","Point","1604","50.7905555517269","-126.601666666667","WGS84","92L/15","BC Gazetteer"
"gazetteer:f3fc4b29834e3a30c98fb5e5","Sharp Shoal","coast_island","True","True","Shoal","2005","50.7830985510381","-126.584776559928","WGS84","92L/15","BC Gazetteer"
"gazetteer:5a78ef3cbc95b9dd96d84bcc","Sharpe Creek","freshwater","True","True","Creek (1)","602","48.8613888845476","-123.532222222222","WGS84","92B/13","BC Gazetteer"
"gazetteer:a5af792bed1b69c33dc9a475","Sharpe Point","coast_island","True","True","Point","1604","48.9813888845819","-123.768611111111","WGS84","92B/13","BC Gazetteer"
"gazetteer:7d57395a232c1402e0563e73","Shaw Creek","freshwater","True","True","Creek (1)","602","48.9172222178968","-124.414722222222","WGS84","92C/16","BC Gazetteer"
"gazetteer:856d519f5fd12fc409a0c629","Shaw Lake","freshwater","True","True","Lake","951","49.0194444401482","-124.451111111111","WGS84","92F/1","BC Gazetteer"
"gazetteer:902ae3c425249a70038914ac","Shaw Point","coast_island","True","True","Point","1604","50.4763888849823","-125.910833333333","WGS84","92K/5","BC Gazetteer"
"gazetteer:b18ceb1d7308f8b9c9f1253c","Shawl Bay","coast_island","True","True","Bay","1400","50.8547222184092","-126.568888888889","WGS84","92L/15","BC Gazetteer"
"gazetteer:7a4be42e72a62dd62a0645bf","Shawl Bay","populated_administrative","False","True","Locality","108","50.8553215307779","-126.557000158097","WGS84","92L/15","BC Gazetteer"
"gazetteer:9af215ca17975b267a68c78f","Shawnigan","coast_island","True","True","Railway Point","111","48.6534031725688","-123.626292954186","WGS84","92B/12","BC Gazetteer"
"gazetteer:0cf1e5e444677fd884f38ec4","Shawnigan Creek","freshwater","True","True","Creek (1)","602","48.6555555511545","-123.559444444444","WGS84","92B/12","BC Gazetteer"
"gazetteer:c38a5d981b5f5310e5e47a61","Shawnigan Lake","freshwater","True","True","Lake","951","48.6316666622587","-123.640277777778","WGS84","92B/12","BC Gazetteer"
"gazetteer:e9f008c36e49d624731375ad","Shawnigan Lake","populated_administrative","False","True","Community","121","48.6533974965337","-123.6231609","WGS84","92B/12","BC Gazetteer"
"gazetteer:7898d5f47776ff8b4d7068c4","Shawnigan Land District","populated_administrative","False","True","Land District","482","48.6831255459369","-123.617960127044","WGS84","92B/12","BC Gazetteer"
"gazetteer:1436f797e49a8dfeb2dbd59b","Shears Islands","coast_island","True","True","Islands","2301","49.0016666623654","-125.320833333333","WGS84","92F/3","BC Gazetteer"
"gazetteer:883980fdbea20f035ad6e8a7","Shearwater Passage","coast_island","True","True","Passage","1207","49.889444437258","-124.673888888889","WGS84","92F/15","BC Gazetteer"
"gazetteer:f0141b07e418de866046092f","Sheep Cove","coast_island","True","True","Cove (2)","1407","48.4538888844285","-123.284722222222","WGS84","92B/6","BC Gazetteer"
"gazetteer:e4bdb527dc4a02c37553352d","Sheep Island","coast_island","True","True","Island","2300","48.6755555511604","-123.328055555556","WGS84","92B/11","BC Gazetteer"
"gazetteer:c428382c5d38f8d6b80eda13","Sheepshanks Hill","terrain","True","True","Hill","2705","48.559999995571","-123.556666666667","WGS84","92B/12","BC Gazetteer"
"gazetteer:81a16134e682796c1b89d9b0","Sheer Island","coast_island","True","True","Island","2300","49.4869444402784","-124.171388888889","WGS84","92F/8","BC Gazetteer"
"gazetteer:9e0fd58529bf1bc137649ec4","Sheer Point","coast_island","True","True","Point","1604","50.1977777738004","-125.130277777778","WGS84","92K/3","BC Gazetteer"
"gazetteer:ead450ee5924856a5f44c375","Sheila Lake","freshwater","True","True","Lake","951","49.4674999958287","-126.136111111111","WGS84","92E/8","BC Gazetteer"
"gazetteer:540315d4df0bae6b7ded607d","Sheilds Lake","freshwater","True","True","Lake","951","48.4480555510934","-123.663055555556","WGS84","92B/5","BC Gazetteer"
"gazetteer:1348499af111e059cc493dfb","Shelbert Mountain","terrain","True","True","Mountain","2701","49.4169444402593","-125.987222222222","WGS84","92F/5","BC Gazetteer"
"gazetteer:5d0e0024684a026ba9d146e6","Shelf Head","other","False","True","Head (1)","1601","50.9013888850872","-127.270833333333","WGS84","92L/14","BC Gazetteer"
"gazetteer:47b3f68522a9ac8abc9f1d32","Shell Island","coast_island","True","True","Island","2300","50.7080555517067","-127.406944444444","WGS84","92L/11","BC Gazetteer"
"gazetteer:9066ff11a02fe0778446a353","Shell Island 3","reserve_military","False","True","Indian Reserve-Réserve indienne","512","50.6997545740418","-127.401465478231","WGS84","92L/11","BC Gazetteer"
"gazetteer:944e7f08156bd80ac3a416d9","Shell Point","coast_island","True","True","Point","1604","50.4236111071913","-125.497222222222","WGS84","92K/6","BC Gazetteer"
"gazetteer:3aa05df9ceb5d79b9aaf5cde","Shelter Bay","coast_island","True","True","Bay","1400","50.9683333295478","-127.446944444444","WGS84","92L/14","BC Gazetteer"
"gazetteer:bb0cb7164ab09c7b6de02ba2","Shelter Creek","freshwater","True","True","Creek (1)","602","49.4583333291595","-126.020555555556","WGS84","92E/8","BC Gazetteer"
"gazetteer:5f0f38a188f5c4f0127a8854","Shelter Inlet","coast_island","True","True","Inlet (3)","1411","49.4108333291465","-126.1325","WGS84","92E/8","BC Gazetteer"
"gazetteer:49f524f6d4984c8c7b99165e","Shelter Islands","coast_island","True","True","Islands","2301","48.3122222177195","-123.568333333333","WGS84","92B/5","BC Gazetteer"
"gazetteer:28033cfd60f4a2dd79e291ac","Shelter Passage","coast_island","True","True","Passage","1207","50.8877777739728","-127.505555555556","WGS84","92L/13","BC Gazetteer"
"gazetteer:b518d9ad53ed00c488bbccf2","Shelter Point","populated_administrative","False","True","Community","121","49.9331099968827","-125.18704","WGS84","92F/14","BC Gazetteer"
"gazetteer:e228d943f2382758141421d5","Shelter Point","coast_island","True","True","Point","1604","49.9416666626226","-125.184722222222","WGS84","92F/14","BC Gazetteer"
"gazetteer:079660ed60495ea9b4f4c3c7","Shelterless Point","coast_island","True","True","Point","1604","50.6752777739208","-126.093888888889","WGS84","92L/9","BC Gazetteer"
"gazetteer:b6efc8d43408af83a00cbf2d","Shelton Lake","freshwater","True","True","Lake","951","49.1227777735108","-124.321388888889","WGS84","92F/1","BC Gazetteer"
"gazetteer:08ef45237fb67a1486719faf","Shepherd Creek","freshwater","True","True","Creek (1)","602","49.6294444403171","-125.521944444444","WGS84","92F/12","BC Gazetteer"
"gazetteer:fd9eb7367bad852a8d736b6c","Shepherd, Mount","terrain","True","True","Mount","2743","49.5347222180693","-124.1875","WGS84","92F/9","BC Gazetteer"
"gazetteer:a7d2da67525cd0d67c0f833c","Sheppard Point","coast_island","True","True","Point","1604","48.5674999955732","-123.515","WGS84","92B/12","BC Gazetteer"
"gazetteer:ba4b231962d2ce281ba5d3ef","Sherard Point","coast_island","True","True","Point","1604","48.8602777734361","-123.618611111111","WGS84","92B/13","BC Gazetteer"
"gazetteer:661e956bf89d13005f1ebb68","Sherberg Island","coast_island","True","True","Island","2300","50.5347222183303","-127.638611111111","WGS84","92L/12","BC Gazetteer"
"gazetteer:2561f0462ab5a9e52f242f05","Sheringham Point","coast_island","True","True","Point","1604","48.3766666621832","-123.921111111111","WGS84","92B/5","BC Gazetteer"
"gazetteer:538275ced5bd8d5e7cd8440b","Sherk Lake","freshwater","True","True","Lake","951","48.9269444401218","-124.211388888889","WGS84","92C/16","BC Gazetteer"
"gazetteer:ad5b04b93491235a0eec1386","Sherwood Creek","freshwater","True","True","Creek (1)","602","48.363333328846","-123.533888888889","WGS84","92B/5","BC Gazetteer"
"gazetteer:678add0983c90732747cea50","Sherwood Pond","freshwater","True","True","Pond (1)","953","48.3638888844016","-123.534444444444","WGS84","92B/5","BC Gazetteer"
"gazetteer:891f963c962e2dc6954dc007","Shewell Island","coast_island","True","True","Island","2300","50.6544444405823","-126.249722222222","WGS84","92L/9","BC Gazetteer"
"gazetteer:6b607e0dca7017cca933aee5","Shields Cone","other","False","True","Cone","2777","50.246388884924","-127.724444444444","WGS84","92L/4","BC Gazetteer"
"gazetteer:6f35d274ea1a368e5b0e3fed","Shields Point","coast_island","True","True","Point","1604","49.5511111069626","-124.6675","WGS84","92F/10","BC Gazetteer"
"gazetteer:fdf77647156d4fcfe71e35ea","Shingle Bay","coast_island","True","True","Bay","1400","48.7824999956359","-123.314722222222","WGS84","92B/14","BC Gazetteer"
"gazetteer:479d9174832a6410c1bf74aa","Shingle Point","coast_island","True","True","Point","1604","49.0408333290431","-123.643888888889","WGS84","92G/4","BC Gazetteer"
"gazetteer:804d1a98215af37b307c220c","Shingle Point 4","reserve_military","False","True","Indian Reserve-Réserve indienne","512","49.0436111068218","-123.639166666667","WGS84","92G/4","BC Gazetteer"
"gazetteer:fbcaced148c81b9b37f6401c","Shingle Spit","coast_island","True","True","Spit","1608","49.5163888847309","-124.699722222222","WGS84","92F/10","BC Gazetteer"
"gazetteer:90cf8d12bacec3b4d575ea19","Ship Creek","freshwater","True","True","Creek (1)","602","49.2233333290946","-124.812777777778","WGS84","92F/2","BC Gazetteer"
"gazetteer:a02e14863bf0500dd7622187","Ship Peak","terrain","True","True","Peak (2)","2703","49.9788888848546","-127.138888888889","WGS84","92E/14","BC Gazetteer"
"gazetteer:678a7bb1628acc88ffc26d79","Ship Peninsula","coast_island","True","True","Peninsula","1603","49.4986111069483","-124.8","WGS84","92F/7","BC Gazetteer"
"gazetteer:bc8d4d62c9800262afe0b0be","Ship Point","coast_island","True","True","Point","1604","49.5058333291725","-124.8075","WGS84","92F/10","BC Gazetteer"
"gazetteer:770faa48b5c011ede968ac7f","Ship Point","coast_island","True","True","Point","1604","48.4241666621975","-123.371111111111","WGS84","92B/6","BC Gazetteer"
"gazetteer:dcd3d66efff9d062097a8e7d","Shipyard Rock","other","False","True","Rock (1)","2024","49.1524999957413","-123.6925","WGS84","92G/4","BC Gazetteer"
"gazetteer:213368a921290e80e37530a4","Shirley","populated_administrative","False","True","Locality","108","48.3831218685287","-123.901294425359","WGS84","92B/5","BC Gazetteer"
"gazetteer:d2de96257cb97efff48486b4","Shirley Creek","freshwater","True","True","Creek (1)","602","50.5269444405506","-125.354166666667","WGS84","92K/11","BC Gazetteer"
"gazetteer:7082000c7935d7658f910c5c","Shirley Point","coast_island","True","True","Point","1604","50.2319444404758","-124.813333333333","WGS84","92K/2","BC Gazetteer"
"gazetteer:54e366e8d28bf8e73535846a","Shitlthmaq-is","populated_administrative","False","True","Former First Nation Village","157","48.8999999956697","-124.941666666667","WGS84","92C/15","BC Gazetteer"
"gazetteer:4ab010f792947685e8b94a15","Shoal Bay","coast_island","True","True","Bay","1400","50.4594444405337","-125.364722222222","WGS84","92K/6","BC Gazetteer"
"gazetteer:a4e2c7582af6fc3ec9a2f455","Shoal Creek","freshwater","True","True","Creek (1)","602","50.548055551667","-125.909444444444","WGS84","92K/12","BC Gazetteer"
"gazetteer:2e67f204af55984b7b9d3493","Shoal Harbour","coast_island","True","True","Harbour (1)","1405","50.7363888850469","-126.500277777778","WGS84","92L/10","BC Gazetteer"
"gazetteer:44db2a92f7af81178111423a","Shoal Harbour Bird Sanctuary","coast_island","True","True","Refuge d'oiseaux migrateurs","516","48.6722222178261","-123.411111111111","WGS84","92B/11","BC Gazetteer"
"gazetteer:77e4a2c8ce08e2857cdcbe6d","Shoal Islands","coast_island","True","True","Islands","2301","48.9008333290033","-123.667222222222","WGS84","92B/13","BC Gazetteer"
"gazetteer:8f006cf2e6dfe7224b32c459","Shoal Lake","freshwater","True","True","Lake","951","50.9530555517663","-127.393333333333","WGS84","92L/14","BC Gazetteer"
"gazetteer:8e61837b8da86a00ca7a5c63","Shoal Point","coast_island","True","True","Point","1604","48.4224999955303","-123.388055555556","WGS84","92B/6","BC Gazetteer"
"gazetteer:5843c0e5b813cd47ad1a5956","Shoomart 5","reserve_military","False","True","Indian Reserve-Réserve indienne","512","49.7997587889726","-126.734751612287","WGS84","92E/15","BC Gazetteer"
"gazetteer:5224c69a28a2f633f8032c38","Shoreline Lake","freshwater","True","True","Lake","951","49.3947222180309","-124.605","WGS84","92F/7","BC Gazetteer"
"gazetteer:21b6b36c66fe845e83eac928","Shorter Point","coast_island","True","True","Point","1604","50.4127777738553","-125.728055555556","WGS84","92K/5","BC Gazetteer"
"gazetteer:ddc6bcfa0eb821adf83bfd85","Shot Islets","coast_island","True","True","Islets","2308","49.2333333290973","-126.051666666667","WGS84","92E/1","BC Gazetteer"
"gazetteer:18ee08cb861063a34e2757e0","Shuckburgh Point","coast_island","True","True","Point","1604","50.9052777739771","-127.107777777778","WGS84","92L/14","BC Gazetteer"
"gazetteer:5b8d810e942010945524c755","Shuhum Creek","freshwater","True","True","Creek (1)","602","49.2883333291126","-124.946388888889","WGS84","92F/7","BC Gazetteer"
"gazetteer:0513af1fb78d932a99b1f48a","Shushartie","populated_administrative","False","True","Locality","108","50.8539163401495","-127.855650685093","WGS84","92L/13","BC Gazetteer"
"gazetteer:e7ab7ddce7c4dec813dddb92","Shushartie Bay","coast_island","True","True","Bay","1400","50.85333332952","-127.864166666667","WGS84","92L/13","BC Gazetteer"
"gazetteer:0de7b1db00679a02509a83ae","Shushartie Lake","freshwater","True","True","Lake","951","50.7972222183952","-127.796111111111","WGS84","92L/13","BC Gazetteer"
"gazetteer:65a5e0fe77b15fa15c53f0ff","Shushartie Mountain","terrain","True","True","Mountain","2701","50.7797222183909","-127.809444444444","WGS84","92L/13","BC Gazetteer"
